# AgenticDB State Snapshot

captured_at	2026-05-15T16:59:12
optimizer_switch	index_merge=on,index_merge_union=on,index_merge_sort_union=on,index_merge_intersection=on,engine_condition_pushdown=on,index_condition_pushdown=on,mrr=on,mrr_cost_based=on,block_nested_loop=on,batched_key_access=off,materialization=on,semijoin=on,loosescan=on,firstmatch=on,duplicateweedout=on,subquery_materialization_cost_based=on,use_index_extensions=on,condition_fanout_filter=on,derived_merge=on,use_invisible_indexes=off,skip_scan=on,hash_join=on,subquery_to_derived=off,prefer_ordering_index=on,hypergraph_optimizer=off,derived_condition_pushdown=on
parser_max_mem_size	18446744073709551615
partial_revokes	False
performance_schema	False
performance_schema_max_digest_length	0
performance_schema_max_digest_sample_age	60
performance_schema_max_table_handles	0
performance_schema_max_table_instances	0
performance_schema_max_thread_classes	0
performance_schema_max_thread_instances	0
preload_buffer_size	32768
print_identified_with_as_hex	False
protocol_compression_algorithms	zlib,zstd,uncompressed
query_alloc_block_size	8192
query_prealloc_size	8192
range_alloc_block_size	4096
range_optimizer_max_mem_size	8388608
read_buffer_size	131072
read_rnd_buffer_size	262144
regexp_stack_limit	8000000
regexp_time_limit	32
schema_definition_cache	256
secondary_engine_cost_threshold	100000.0
select_into_buffer_size	131072
select_into_disk_sync	False
select_into_disk_sync_delay	0
sha256_password_proxy_users	False
skip-innodb-doublewrite	True
skip-log-bin	True
skip_name_resolve	False
slow_launch_time	2
slow_query_log	False
sort_buffer_size	262144
source_verify_checksum	False
sql_buffer_result	False
stored_program_cache	256
stored_program_definition_cache	256
sync_binlog	0
table_definition_cache	4000
table_open_cache	4919
table_open_cache_instances	16
tablespace_definition_cache	256
temptable_max_mmap	1073741824
temptable_max_ram	1073741824
temptable_use_mmap	True
thread_cache_size	64
tmp_table_size	16777216
transaction_alloc_block_size	8192
transaction_isolation	REPEATABLE-READ
transaction_prealloc_size	4096
transaction_read_only	False
transaction_write_set_extraction	XXHASH64
unique_checks	True
updatable_views_with_limit	False
wait_timeout	28800
windowing_use_high_precision	True
xa_detach_on_prepare	True

## Prompt MySQL Status Metrics

Created_tmp_disk_tables	0
Innodb_buffer_pool_reads	32529
Innodb_row_lock_time_avg	0
Queries	6
Threads_running	2
Uptime	8

## Prompt MySQL Variable Metrics

innodb_buffer_pool_size	34359738368
innodb_flush_log_at_trx_commit	0
innodb_io_capacity	12000
innodb_io_capacity_max	24000
max_connections	151

## Prompt InnoDB Metric Profile

metadata_mem_pool_size
lock_row_lock_time_max
lock_row_lock_time_avg
buffer_pool_size
buffer_pool_pages_total
buffer_pool_pages_misc
buffer_pool_pages_data
buffer_pool_bytes_data
buffer_pool_pages_dirty
buffer_pool_bytes_dirty
buffer_pool_pages_free
trx_rseg_history_len
file_num_open_files
innodb_page_size
lock_row_lock_current_waits
buffer_pool_read_ahead_evicted
ibuf_merges_discard_delete_mark
innodb_rwlock_s_spin_rounds
innodb_rwlock_x_spin_rounds
innodb_rwlock_s_os_waits
innodb_rwlock_x_os_waits
innodb_dblwr_pages_written
innodb_rwlock_s_spin_waits
innodb_rwlock_x_spin_waits
ibuf_merges_discard_delete
buffer_pool_read_requests
buffer_pool_write_requests
lock_row_lock_time
lock_row_lock_waits
buffer_pool_wait_free
buffer_pool_read_ahead
adaptive_hash_searches
adaptive_hash_searches_btree
ibuf_merges_delete_mark
ibuf_merges_discard_insert
os_log_pending_fsyncs
os_log_pending_writes
os_log_bytes_written
innodb_activity_count
buffer_pages_written
buffer_pages_read
buffer_data_reads
buffer_data_written
ibuf_merges_insert
ibuf_merges_delete
innodb_dblwr_writes
buffer_pool_reads
buffer_pages_created
log_write_requests
os_data_reads
os_data_writes
os_data_fsyncs
os_log_fsyncs
lock_deadlocks
lock_timeouts
log_waits
log_writes
ibuf_merges
ibuf_size
dml_reads
dml_inserts
dml_deletes
dml_updates

## Prompt InnoDB Metrics (Whitelist)

adaptive_hash_searches	1166
adaptive_hash_searches_btree	2870
buffer_data_reads	549030400
buffer_data_written	3183104
buffer_pages_created	145
buffer_pages_read	33504
buffer_pages_written	190
buffer_pool_bytes_data	551321600
buffer_pool_bytes_dirty	0
buffer_pool_pages_data	33650
buffer_pool_pages_dirty	0
buffer_pool_pages_free	2063242
buffer_pool_pages_misc	260
buffer_pool_pages_total	2097152
buffer_pool_read_ahead	0
buffer_pool_read_ahead_evicted	0
buffer_pool_read_requests	48653
buffer_pool_reads	33504
buffer_pool_size	34359738368
buffer_pool_wait_free	0
buffer_pool_write_requests	1938
dml_deletes	0
dml_inserts	0
dml_reads	0
dml_updates	0
file_num_open_files	23
ibuf_merges	0
ibuf_merges_delete	0
ibuf_merges_delete_mark	0
ibuf_merges_discard_delete	0
ibuf_merges_discard_delete_mark	0
ibuf_merges_discard_insert	0
ibuf_merges_insert	0
ibuf_size	5
innodb_activity_count	114
innodb_dblwr_pages_written	0
innodb_dblwr_writes	0
innodb_page_size	16384
innodb_rwlock_s_os_waits	0
innodb_rwlock_s_spin_rounds	0
innodb_rwlock_s_spin_waits	0
innodb_rwlock_x_os_waits	0
innodb_rwlock_x_spin_rounds	0
innodb_rwlock_x_spin_waits	0
lock_deadlocks	0
lock_row_lock_current_waits	0
lock_row_lock_time	0
lock_row_lock_time_avg	0
lock_row_lock_time_max	0
lock_row_lock_waits	0
lock_timeouts	0
log_waits	0
log_write_requests	837
log_writes	25
metadata_mem_pool_size	0
os_data_fsyncs	57
os_data_reads	33576
os_data_writes	240
os_log_bytes_written	55808
os_log_fsyncs	15
os_log_pending_fsyncs	0
os_log_pending_writes	0
trx_rseg_history_len	5

## OS Metrics

{
  "controls": {
    "block.io_poll": {
      "available": true,
      "current_value": "0",
      "raw_value": "0",
      "raw_values": {
        "/sys/block/sda/queue/io_poll": "0"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/io_poll"
      ],
      "values": {
        "/sys/block/sda/queue/io_poll": "0"
      }
    },
    "block.io_poll_delay": {
      "available": true,
      "current_value": "-1",
      "raw_value": "-1",
      "raw_values": {
        "/sys/block/sda/queue/io_poll_delay": "-1"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/io_poll_delay"
      ],
      "values": {
        "/sys/block/sda/queue/io_poll_delay": "-1"
      }
    },
    "block.max_sectors_kb": {
      "available": true,
      "current_value": "1280",
      "raw_value": "1280",
      "raw_values": {
        "/sys/block/sda/queue/max_sectors_kb": "1280"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/max_sectors_kb"
      ],
      "values": {
        "/sys/block/sda/queue/max_sectors_kb": "1280"
      }
    },
    "block.nomerges": {
      "available": true,
      "current_value": "0",
      "raw_value": "0",
      "raw_values": {
        "/sys/block/sda/queue/nomerges": "0"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/nomerges"
      ],
      "values": {
        "/sys/block/sda/queue/nomerges": "0"
      }
    },
    "block.nr_requests": {
      "available": true,
      "current_value": "256",
      "raw_value": "256",
      "raw_values": {
        "/sys/block/sda/queue/nr_requests": "256"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/nr_requests"
      ],
      "values": {
        "/sys/block/sda/queue/nr_requests": "256"
      }
    },
    "block.read_ahead_kb": {
      "available": true,
      "current_value": "128",
      "raw_value": "128",
      "raw_values": {
        "/sys/block/sda/queue/read_ahead_kb": "128"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/read_ahead_kb"
      ],
      "values": {
        "/sys/block/sda/queue/read_ahead_kb": "128"
      }
    },
    "block.rq_affinity": {
      "available": true,
      "current_value": "1",
      "raw_value": "1",
      "raw_values": {
        "/sys/block/sda/queue/rq_affinity": "1"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/rq_affinity"
      ],
      "values": {
        "/sys/block/sda/queue/rq_affinity": "1"
      }
    },
    "block.scheduler": {
      "available": true,
      "current_value": "mq-deadline",
      "raw_value": "none [mq-deadline]",
      "raw_values": {
        "/sys/block/sda/queue/scheduler": "none [mq-deadline]"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/scheduler"
      ],
      "values": {
        "/sys/block/sda/queue/scheduler": "mq-deadline"
      }
    },
    "block.wbt_lat_usec": {
      "available": true,
      "current_value": "2000",
      "raw_value": "2000",
      "raw_values": {
        "/sys/block/sda/queue/wbt_lat_usec": "2000"
      },
      "target_scope": "db_data_device",
      "targets": [
        "/sys/block/sda/queue/wbt_lat_usec"
      ],
      "values": {
        "/sys/block/sda/queue/wbt_lat_usec": "2000"
      }
    },
    "cpu.energy_performance_preference": {
      "available": false,
      "current_value": null,
      "raw_value": null,
      "raw_values": {},
      "target_scope": null,
      "targets": [],
      "values": {}
    },
    "cpu.scaling_governor": {
      "available": false,
      "current_value": null,
      "raw_value": null,
      "raw_values": {},
      "target_scope": null,
      "targets": [],
      "values": {}
    },
    "transparent_hugepage.defrag": {
      "available": true,
      "current_value": "madvise",
      "raw_value": "always defer defer+madvise [madvise] never",
      "raw_values": {
        "/sys/kernel/mm/transparent_hugepage/defrag": "always defer defer+madvise [madvise] never"
      },
      "target_scope": null,
      "targets": [
        "/sys/kernel/mm/transparent_hugepage/defrag"
      ],
      "values": {
        "/sys/kernel/mm/transparent_hugepage/defrag": "madvise"
      }
    },
    "transparent_hugepage.enabled": {
      "available": true,
      "current_value": "madvise",
      "raw_value": "always [madvise] never",
      "raw_values": {
        "/sys/kernel/mm/transparent_hugepage/enabled": "always [madvise] never"
      },
      "target_scope": null,
      "targets": [
        "/sys/kernel/mm/transparent_hugepage/enabled"
      ],
      "values": {
        "/sys/kernel/mm/transparent_hugepage/enabled": "madvise"
      }
    },
    "transparent_hugepage.khugepaged.defrag": {
      "available": true,
      "current_value": "1",
      "raw_value": "1",
      "raw_values": {
        "/sys/kernel/mm/transparent_hugepage/khugepaged/defrag": "1"
      },
      "target_scope": null,
      "targets": [
        "/sys/kernel/mm/transparent_hugepage/khugepaged/defrag"
      ],
      "values": {
        "/sys/kernel/mm/transparent_hugepage/khugepaged/defrag": "1"
      }
    }
  },
  "cpu_cores": 12,
  "disk_free_bytes": 27162157056,
  "disk_total_bytes": 125114646528,
  "disk_used_bytes": 91549728768,
  "loadavg_15m": 12.82,
  "loadavg_1m": 27.08,
  "loadavg_5m": 19.59,
  "memory_free_bytes": 61811576832,
  "memory_total_bytes": 67425583104,
  "memory_used_bytes": 4471697408,
  "observability": {
    "iostat_x": "Linux 6.8.0-52-generic (yangxinyue241-ubuntu-06) \t05/15/2026 \t_x86_64_\t(12 CPU)\n\navg-cpu:  %user   %nice %system %iowait  %steal   %idle\n           5.92    0.00    2.88    0.24    0.00   90.96\n\nDevice            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util\nsda              1.62     28.73     0.02   1.05    0.39    17.74  743.21  12175.66   388.62  34.34    0.13    16.38    0.00     38.88     0.00  27.23    0.25 15336.00    0.00    0.00    0.09   2.43\n\n\navg-cpu:  %user   %nice %system %iowait  %steal   %idle\n           0.25    0.00    0.92    6.95    0.00   91.88\n\nDevice            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util\nsda           4889.00  78256.00     0.00   0.00    0.18    16.01    4.00     36.00     2.00  33.33    0.25     9.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.88  87.60",
    "lsblk": "NAME   TYPE   SIZE ROTA  RA RO MOUNTPOINTS\nsda    disk   120G    0 128  0 \n├─sda1 part     1G    0 128  0 /boot/efi\n└─sda2 part 118.9G    0 128  0 /\nsr0    rom   1024M    1 128  0",
    "numastat": "node0\nnuma_hit             23425711162\nnuma_miss                      0\nnuma_foreign                   0\ninterleave_hit               840\nlocal_node           23426810639\nother_node                     0",
    "psi": {
      "cpu": "some avg10=44.00 avg60=67.51 avg300=50.67 total=1525826377568\nfull avg10=0.00 avg60=0.00 avg300=0.00 total=0",
      "io": "some avg10=7.37 avg60=7.43 avg300=6.71 total=118843627586\nfull avg10=6.80 avg60=4.70 avg300=4.49 total=54732731885",
      "memory": "some avg10=0.00 avg60=0.00 avg300=0.00 total=17183307\nfull avg10=0.00 avg60=0.00 avg300=0.00 total=16855730"
    },
    "storage": {
      "block_device": "sda",
      "data_block_devices": [
        "sda"
      ],
      "data_directory": "/var/lib/mysql/",
      "fstype": "ext4",
      "mountpoint": "/",
      "options": "rw,relatime",
      "resolved_device": "/dev/sda2",
      "source": "/dev/sda2"
    },
    "vmstat_last_sample": "0  1   8192 60174784 546500 1283744    0    0 79264  3100 10855 10959  0  1 92  7  0  0"
  },
  "storage": {
    "block_device": "sda",
    "data_block_devices": [
      "sda"
    ],
    "data_directory": "/var/lib/mysql/",
    "fstype": "ext4",
    "mountpoint": "/",
    "options": "rw,relatime",
    "resolved_device": "/dev/sda2",
    "source": "/dev/sda2"
  },
  "sysctl": {
    "fs.aio-max-nr": "65536",
    "fs.file-max": "6000000",
    "fs.nr_open": "6000000",
    "kernel.numa_balancing": "0",
    "kernel.sched_autogroup_enabled": "1",
    "net.core.netdev_max_backlog": "1000",
    "net.core.somaxconn": "4096",
    "net.ipv4.tcp_max_syn_backlog": "4096",
    "net.ipv4.tcp_tw_reuse": "2",
    "vm.dirty_background_ratio": "8",
    "vm.dirty_expire_centisecs": "3000",
    "vm.dirty_ratio": "15",
    "vm.dirty_writeback_centisecs": "100",
    "vm.min_free_kbytes": "67584",
    "vm.overcommit_memory": "0",
    "vm.overcommit_ratio": "50",
    "vm.swappiness": "60",
    "vm.vfs_cache_pressure": "100",
    "vm.zone_reclaim_mode": "0"
  },
  "uptime": "up 34 weeks, 4 days, 2 hours, 36 minutes"
}

## DB Runtime

{
  "benchmark": {
    "benchmark_config_path": "<PAPER_WORKSPACE>\\agenticDB\\config\\benchmark_mysql_10_20_173_55.yaml",
    "benchmark_config_text": "[full content was provided in round 1]",
    "command_template": null,
    "database": "sbtest",
    "db_driver": "mysql",
    "duration_seconds": 60,
    "effective_command_preview": "bash <PAPER_WORKSPACE>\\llm_init\\run_sysbench.sh <mode/host/port/password/duration/output according to workload kind>",
    "estimated_total_rows": 32000000,
    "host": "127.0.0.1",
    "kind": "shell",
    "mode": "readwrite",
    "objective": {
      "direction": "maximize",
      "formula": "tps_over_p95",
      "latency_metric": "p95_latency_ms",
      "min_improvement_ratio": 0.01,
      "primary_metric": "tps"
    },
    "output_path": "/tmp/agenticdb_sysbench_rw.log",
    "planner_instruction": "Use workload_interpretation as the controller's preflight workload classification. You may cross-check it against benchmark_config_text, script_content, and effective_command_preview, but do not relabel a configured read workload as readwrite just because a wrapper script contains an unused readwrite branch.",
    "port": 3306,
    "reference_files": [
      {
        "content": "[full content was provided in round 1]",
        "path": "<PAPER_WORKSPACE>\\agenticDB\\config\\benchmark_mysql_10_20_173_55.yaml",
        "role": "benchmark_config"
      },
      {
        "content": "[full content was provided in round 1]",
        "path": "<PAPER_WORKSPACE>\\llm_init\\run_sysbench.sh",
        "role": "benchmark_script"
      },
      {
        "content": "[full content was provided in round 1]",
        "path": "<PAPER_WORKSPACE>\\llm_init\\mysql_knobs_266.csv",
        "role": "knob_space_file"
      },
      {
        "content": "[full content was provided in round 1]",
        "path": "<PAPER_WORKSPACE>\\llm_init\\metrics_whitelist.py",
        "role": "state_metric_whitelist"
      }
    ],
    "report_interval_seconds": 10,
    "script_content": "[full content was provided in round 1]",
    "script_path": "<PAPER_WORKSPACE>\\llm_init\\run_sysbench.sh",
    "table_size": 1000000,
    "tables": 32,
    "threads": 32,
    "warmup_seconds": 20,
    "workload_interpretation": {
      "auditor_policy": {
        "db_plateau_patience_hint": 3,
        "min_db_rounds_hint": 5
      },
      "classification_source": "benchmark.mode",
      "client_transport": "tcp_loopback",
      "confidence": "high",
      "evidence": [
        "benchmark.mode=readwrite",
        "lua_script inferred from mode=oltp_read_write.lua",
        "report_interval=5",
        "client_transport=tcp_loopback"
      ],
      "first_round_guidance": [
        "Use a real global candidate spanning buffer pool, durability, IO/flush, and concurrency/cache.",
        "For benchmark maximum, startup options such as skip-log-bin, doublewrite off, O_DIRECT, and IO threads are valid candidates with crash-safety risk."
      ],
      "knobs_to_deprioritize": [],
      "knobs_to_prioritize": [
        "innodb_buffer_pool_size",
        "innodb_buffer_pool_instances",
        "innodb_flush_log_at_trx_commit",
        "sync_binlog",
        "skip-log-bin",
        "innodb_doublewrite",
        "skip-innodb-doublewrite",
        "innodb_flush_method",
        "innodb_read_io_threads",
        "innodb_write_io_threads",
        "innodb_io_capacity",
        "innodb_io_capacity_max",
        "innodb_page_cleaners",
        "innodb_purge_threads",
        "innodb_doublewrite_batch_size",
        "innodb_doublewrite_pages",
        "innodb_log_file_size",
        "innodb_sync_array_size",
        "thread_cache_size",
        "table_open_cache",
        "table_open_cache_instances",
        "back_log",
        "open_files_limit"
      ],
      "low_priority_directions": [
        "large_per_session_sort_buffers_without_tmp_table_evidence"
      ],
      "lua_script": "oltp_read_write.lua",
      "mode": "readwrite",
      "primary_tuning_directions": [
        "memory_and_buffer_pool_residency",
        "redo_binlog_flush_durability",
        "io_capacity_flush_and_doublewrite",
        "thread_and_table_cache",
        "dirty_page_writeback",
        "benchmark_max_startup_options"
      ],
      "read_intensity": "high",
      "report_interval": 5,
      "workload_family": "sysbench",
      "workload_type": "sysbench_oltp_read_write",
      "write_intensity": "medium_to_high"
    },
    "workload_script": null
  },
  "db_version": "8.0.45-0ubuntu0.24.04.1",
  "dbms": "mysql",
  "hardware": {
    "cpu": "12 vCPU",
    "disk": "116GB SSD",
    "memory": "64GB"
  },
  "knob_selection": {
    "benchmark_startup_knobs": [
      "back_log",
      "innodb_adaptive_hash_index_parts",
      "innodb_autoinc_lock_mode",
      "innodb_buffer_pool_chunk_size",
      "innodb_buffer_pool_instances",
      "innodb_doublewrite",
      "innodb_doublewrite_batch_size",
      "innodb_doublewrite_files",
      "innodb_doublewrite_pages",
      "innodb_flush_method",
      "innodb_ft_cache_size",
      "innodb_ft_sort_pll_degree",
      "innodb_ft_total_cache_size",
      "innodb_log_file_size",
      "innodb_log_files_in_group",
      "innodb_numa_interleave",
      "innodb_open_files",
      "innodb_page_cleaners",
      "innodb_purge_threads",
      "innodb_read_io_threads",
      "innodb_sort_buffer_size",
      "innodb_sync_array_size",
      "innodb_use_native_aio",
      "innodb_write_io_threads",
      "max_digest_length",
      "open_files_limit",
      "performance_schema",
      "performance_schema_max_digest_length",
      "performance_schema_max_table_handles",
      "performance_schema_max_table_instances",
      "performance_schema_max_thread_classes",
      "performance_schema_max_thread_instances",
      "skip-innodb-doublewrite",
      "skip-log-bin",
      "skip_name_resolve",
      "table_open_cache_instances"
    ],
    "curated_494_knobs": [
      "back_log",
      "innodb_adaptive_hash_index_parts",
      "innodb_autoinc_lock_mode",
      "innodb_buffer_pool_chunk_size",
      "innodb_buffer_pool_instances",
      "innodb_doublewrite_batch_size",
      "innodb_doublewrite_files",
      "innodb_doublewrite_pages",
      "innodb_ft_cache_size",
      "innodb_ft_sort_pll_degree",
      "innodb_ft_total_cache_size",
      "innodb_log_file_size",
      "innodb_log_files_in_group",
      "innodb_numa_interleave",
      "innodb_open_files",
      "innodb_page_cleaners",
      "innodb_purge_threads",
      "innodb_sort_buffer_size",
      "innodb_sync_array_size",
      "innodb_use_native_aio",
      "max_digest_length",
      "open_files_limit",
      "optimizer_switch",
      "performance_schema_max_digest_length",
      "performance_schema_max_digest_sample_age",
      "performance_schema_max_table_handles",
      "performance_schema_max_table_instances",
      "performance_schema_max_thread_classes",
      "performance_schema_max_thread_instances",
      "skip_name_resolve",
      "slow_query_log",
      "sql_buffer_result",
      "table_open_cache_instances"
    ],
    "excluded_count": 0,
    "mode": "configured_csv_global_space_plus_curated_494_and_startup_options",
    "path": "<PAPER_WORKSPACE>\\agenticDB\\runs\\20260515_164013_mysql55_rw_494curated\\knob_selection.json",
